UserID,MovieID,Title,Title_1,Year,Sum of Total Views,Language,Country - Movie,Country - User,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Sum of Rating,Count of RatingID,Year,Quarter,Month,Day,Age,Device,Gender,SubscriptionStatus,TotalWatchTime
SF_4712,218,Boys on the Side (1995),Boys on the Side,1995,112910,Italian,Canada,France,Comedy,Drama,"","","","",4,1,2024,Qtr 4,November,12,15,Desktop,M,Free,355
SF_493,218,Boys on the Side (1995),Boys on the Side,1995,112910,Italian,Canada,UK,Comedy,Drama,"","","","",2.5,1,2024,Qtr 4,October,12,11,Mobile,M,Free,105
SF_4079,1698,"Boys, Les (1997)","Boys, Les",1997,44883,French,France,USA,Comedy,"","","","","",4,1,2024,Qtr 4,October,24,23,Desktop,M,Subscriber,145
SF_1715,3768,Braddock: Missing in Action III (1988),Braddock: Missing in Action III,1988,95622,English,India,France,Action,War,"","","","",2.1,1,2024,Qtr 2,May,27,65,Mobile,M,Free,340
SF_4035,3768,Braddock: Missing in Action III (1988),Braddock: Missing in Action III,1988,95622,English,India,UK,Action,War,"","","","",4.7,1,2024,Qtr 1,January,31,27,Desktop,M,Subscriber,214
SF_1848,1241,Braindead (1992),Braindead,1992,101970,German,UK,Canada,Comedy,Horror,"","","","",4.6,1,2024,Qtr 2,May,7,18,Mobile,M,Free,114
SF_3140,1241,Braindead (1992),Braindead,1992,101970,German,UK,India,Comedy,Horror,"","","","",5,1,2024,Qtr 1,February,6,27,Desktop,F,Subscriber,443
SF_2860,1339,Bram Stoker's Dracula (1992),Bram Stoker's Dracula,1992,199148,Spanish,Italy,India,Horror,Romance,"","","","",1.4,1,2024,Qtr 2,April,26,11,Smart TV,M,Free,468
SF_4706,1339,Bram Stoker's Dracula (1992),Bram Stoker's Dracula,1992,199148,Spanish,Italy,UK,Horror,Romance,"","","","",2.1,1,2024,Qtr 2,June,11,19,Smart TV,M,Free,241
SF_2128,1542,Brassed Off (1996),Brassed Off,1996,248067,Italian,UK,Canada,Comedy,Drama,Romance,"","","",2.4,1,2024,Qtr 2,April,25,35,Smart TV,F,Free,287
SF_4605,1542,Brassed Off (1996),Brassed Off,1996,248067,Italian,UK,India,Comedy,Drama,Romance,"","","",3.8,1,2024,Qtr 2,April,27,47,Desktop,M,Subscriber,120
SF_2299,110,Braveheart (1995),Braveheart,1995,19719,Italian,UK,India,Action,Drama,War,"","","",1.8,1,2024,Qtr 3,July,7,22,Tablet,F,Subscriber,234
SF_4200,1199,Brazil (1985),Brazil,1985,62614,German,USA,France,Sci-Fi,"","","","","",2.9,1,2024,Qtr 2,June,16,60,Desktop,M,Free,480
SF_2046,615,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,58871,English,USA,India,Drama,"","","","","",4.4,1,2024,Qtr 3,September,1,37,Smart TV,M,Subscriber,308
SF_4799,615,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,58871,English,USA,USA,Drama,"","","","","",2.1,1,2024,Qtr 1,March,30,11,Tablet,F,Subscriber,54
SF_4992,615,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,58871,English,USA,USA,Drama,"","","","","",1.3,1,2024,Qtr 1,March,15,32,Smart TV,F,Subscriber,107
SF_5142,615,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,58871,English,USA,UK,Drama,"","","","","",2.2,1,2024,Qtr 4,October,23,58,Desktop,M,Subscriber,417
SF_5832,615,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,58871,English,USA,USA,Drama,"","","","","",2.1,1,2024,Qtr 1,January,7,64,Desktop,F,Free,180
SF_2769,1518,Breakdown (1997),Breakdown,1997,197638,Italian,Italy,India,Action,Thriller,"","","","",3.7,1,2024,Qtr 4,October,21,23,Desktop,M,Subscriber,350
SF_4263,1518,Breakdown (1997),Breakdown,1997,197638,Italian,Italy,France,Action,Thriller,"","","","",3.3,1,2024,Qtr 1,March,25,38,Mobile,M,Subscriber,323
SF_3826,3811,Breaker Morant (1980),Breaker Morant,1980,170486,Spanish,Canada,Canada,Drama,War,"","","","",2.5,1,2024,Qtr 2,May,5,62,Tablet,M,Free,306
SF_4145,902,Breakfast at Tiffany's (1961),Breakfast at Tiffany's,1961,188578,French,USA,UK,Drama,Romance,"","","","",3,1,2024,Qtr 3,September,15,58,Tablet,F,Subscriber,412
SF_1910,2507,Breakfast of Champions (1999),Breakfast of Champions,1999,98225,German,UK,USA,Comedy,"","","","","",2.4,1,2024,Qtr 3,July,15,47,Desktop,M,Subscriber,487
SF_5543,2507,Breakfast of Champions (1999),Breakfast of Champions,1999,98225,German,UK,USA,Comedy,"","","","","",3.3,1,2024,Qtr 4,November,5,47,Smart TV,M,Subscriber,375
SF_5648,2507,Breakfast of Champions (1999),Breakfast of Champions,1999,98225,German,UK,USA,Comedy,"","","","","",2.6,1,2024,Qtr 3,September,29,54,Mobile,M,Free,230
SF_2921,1354,Breaking the Waves (1996),Breaking the Waves,1996,21473,Italian,Italy,Canada,Drama,"","","","","",4.7,1,2024,Qtr 2,May,23,18,Mobile,M,Free,218
SF_413,1354,Breaking the Waves (1996),Breaking the Waves,1996,21473,Italian,Italy,USA,Drama,"","","","","",2.8,1,2024,Qtr 3,July,5,50,Mobile,M,Subscriber,70
SF_4215,1354,Breaking the Waves (1996),Breaking the Waves,1996,21473,Italian,Italy,USA,Drama,"","","","","",4.7,1,2024,Qtr 4,November,4,50,Smart TV,M,Subscriber,162
SF_1938,1314,Breathing Room (1996),Breathing Room,1996,71882,Spanish,UK,France,Romance,"","","","","",2.6,1,2024,Qtr 3,August,2,61,Tablet,F,Free,303
SF_502,1314,Breathing Room (1996),Breathing Room,1996,71882,Spanish,UK,UK,Romance,"","","","","",2.5,1,2024,Qtr 2,June,9,33,Desktop,M,Free,50
SF_5357,1314,Breathing Room (1996),Breathing Room,1996,71882,Spanish,UK,UK,Romance,"","","","","",2.8,1,2024,Qtr 1,February,18,32,Mobile,F,Subscriber,377
SF_2403,3584,Breathless (1983),Breathless,1983,289864,Italian,Canada,UK,Action,Drama,Romance,Thriller,"","",2.1,1,2024,Qtr 4,November,21,40,Desktop,M,Free,240
SF_2441,3584,Breathless (1983),Breathless,1983,289864,Italian,Canada,France,Action,Drama,Romance,Thriller,"","",4.7,1,2024,Qtr 2,May,20,11,Desktop,F,Free,475
SF_3978,3584,Breathless (1983),Breathless,1983,289864,Italian,Canada,India,Action,Drama,Romance,Thriller,"","",1.7,1,2024,Qtr 1,January,20,40,Smart TV,M,Free,331
SF_2655,3166,Brenda Starr (1989),Brenda Starr,1989,72758,French,USA,USA,Adventure,"","","","","",1.8,1,2023,Qtr 4,December,23,19,Mobile,M,Subscriber,231
SF_3236,2315,Bride of Chucky (1998),Bride of Chucky,1998,80772,French,USA,UK,Horror,Thriller,"","","","",3.5,1,2024,Qtr 3,September,18,29,Tablet,M,Subscriber,231
SF_5078,2315,Bride of Chucky (1998),Bride of Chucky,1998,80772,French,USA,India,Horror,Thriller,"","","","",1.8,1,2024,Qtr 3,August,22,20,Tablet,M,Free,295
SF_5566,2315,Bride of Chucky (1998),Bride of Chucky,1998,80772,French,USA,Canada,Horror,Thriller,"","","","",3,1,2024,Qtr 4,October,29,36,Tablet,M,Subscriber,409
SF_3952,1340,Bride of Frankenstein (1935),Bride of Frankenstein,1935,13835,Italian,Italy,Italy,Horror,"","","","","",1.3,1,2024,Qtr 3,August,6,61,Mobile,F,Subscriber,284
SF_4206,1340,Bride of Frankenstein (1935),Bride of Frankenstein,1935,13835,Italian,Italy,UK,Horror,"","","","","",4.6,1,2024,Qtr 3,September,19,15,Mobile,F,Free,307
SF_49,1340,Bride of Frankenstein (1935),Bride of Frankenstein,1935,13835,Italian,Italy,USA,Horror,"","","","","",1.5,1,2024,Qtr 4,November,12,65,Desktop,M,Subscriber,61
SF_5616,1340,Bride of Frankenstein (1935),Bride of Frankenstein,1935,13835,Italian,Italy,UK,Horror,"","","","","",3.7,1,2024,Qtr 4,October,16,51,Tablet,M,Free,218
SF_5843,1340,Bride of Frankenstein (1935),Bride of Frankenstein,1935,13835,Italian,Italy,UK,Horror,"","","","","",2.8,1,2024,Qtr 1,January,12,28,Tablet,M,Subscriber,225
SF_871,1340,Bride of Frankenstein (1935),Bride of Frankenstein,1935,13835,Italian,Italy,USA,Horror,"","","","","",4.3,1,2024,Qtr 3,August,5,38,Mobile,M,Free,361
SF_2768,3013,Bride of Re-Animator (1990),Bride of Re-Animator,1990,136044,English,India,India,Comedy,Horror,"","","","",4.2,1,2024,Qtr 3,July,16,10,Desktop,M,Subscriber,345
SF_960,3013,Bride of Re-Animator (1990),Bride of Re-Animator,1990,136044,English,India,UK,Comedy,Horror,"","","","",3.5,1,2024,Qtr 2,June,22,36,Smart TV,M,Subscriber,467
SF_1488,3340,Bride of the Monster (1956),Bride of the Monster,1956,84740,French,France,Canada,Horror,Sci-Fi,"","","","",2.9,1,2024,Qtr 1,March,20,37,Tablet,M,Free,66
SF_3222,3340,Bride of the Monster (1956),Bride of the Monster,1956,84740,French,France,Canada,Horror,Sci-Fi,"","","","",1.7,1,2024,Qtr 3,July,23,59,Tablet,M,Subscriber,442
SF_3393,3340,Bride of the Monster (1956),Bride of the Monster,1956,84740,French,France,UK,Horror,Sci-Fi,"","","","",2.3,1,2024,Qtr 1,March,1,18,Desktop,M,Free,44
SF_5425,3340,Bride of the Monster (1956),Bride of the Monster,1956,84740,French,France,India,Horror,Sci-Fi,"","","","",1.9,1,2023,Qtr 4,December,29,12,Mobile,M,Free,163
SF_2902,2927,Brief Encounter (1946),Brief Encounter,1946,36546,French,UK,France,Drama,Romance,"","","","",1.8,1,2024,Qtr 3,July,21,42,Desktop,M,Free,426
SF_5324,2927,Brief Encounter (1946),Brief Encounter,1946,36546,French,UK,Italy,Drama,Romance,"","","","",4.1,1,2024,Qtr 3,July,2,60,Mobile,M,Free,198
SF_2634,2736,Brighton Beach Memoirs (1986),Brighton Beach Memoirs,1986,78004,French,Italy,Canada,Comedy,"","","","","",4.1,1,2024,Qtr 2,April,12,43,Smart TV,M,Subscriber,11
SF_4783,2736,Brighton Beach Memoirs (1986),Brighton Beach Memoirs,1986,78004,French,Italy,USA,Comedy,"","","","","",4.9,1,2024,Qtr 1,March,27,20,Tablet,M,Subscriber,334
SF_2302,3882,Bring It On (2000),Bring It On,2000,38280,Spanish,USA,USA,Comedy,"","","","","",3.9,1,2024,Qtr 1,March,3,58,Smart TV,M,Free,270
SF_5300,3882,Bring It On (2000),Bring It On,2000,38280,Spanish,USA,France,Comedy,"","","","","",3.5,1,2023,Qtr 4,December,18,65,Smart TV,M,Free,81
SF_3939,2976,Bringing Out the Dead (1999),Bringing Out the Dead,1999,167924,Italian,India,France,Drama,Horror,"","","","",1.3,1,2024,Qtr 3,July,2,39,Desktop,M,Free,65
SF_1103,955,Bringing Up Baby (1938),Bringing Up Baby,1938,96030,Spanish,UK,USA,Comedy,"","","","","",4.7,1,2024,Qtr 3,September,15,59,Tablet,F,Free,105
SF_403,955,Bringing Up Baby (1938),Bringing Up Baby,1938,96030,Spanish,UK,Italy,Comedy,"","","","","",3.5,1,2024,Qtr 4,November,2,14,Tablet,M,Subscriber,473
SF_5954,955,Bringing Up Baby (1938),Bringing Up Baby,1938,96030,Spanish,UK,France,Comedy,"","","","","",1.4,1,2024,Qtr 1,January,31,27,Tablet,M,Subscriber,478
SF_1287,3059,British Intelligence (1940),British Intelligence,1940,86390,English,Italy,France,Drama,"","","","","",2.2,1,2024,Qtr 3,August,6,55,Desktop,F,Subscriber,88
SF_2897,3059,British Intelligence (1940),British Intelligence,1940,86390,English,Italy,USA,Drama,"","","","","",1.2,1,2024,Qtr 3,August,15,37,Desktop,M,Subscriber,430
SF_3851,3059,British Intelligence (1940),British Intelligence,1940,86390,English,Italy,UK,Drama,"","","","","",4.4,1,2024,Qtr 1,February,22,30,Mobile,M,Free,46
SF_1393,2243,Broadcast News (1987),Broadcast News,1987,299094,English,Italy,India,Comedy,Drama,Romance,"","","",4.3,1,2024,Qtr 4,October,16,25,Smart TV,M,Subscriber,370
SF_3136,2243,Broadcast News (1987),Broadcast News,1987,299094,English,Italy,USA,Comedy,Drama,Romance,"","","",2.6,1,2024,Qtr 2,June,27,9,Desktop,F,Subscriber,250
SF_1025,3131,Broadway Damage (1997),Broadway Damage,1997,63735,English,USA,USA,Comedy,"","","","","",1.4,1,2024,Qtr 2,June,3,50,Desktop,M,Free,372
SF_2693,3131,Broadway Damage (1997),Broadway Damage,1997,63735,English,USA,Italy,Comedy,"","","","","",3.3,1,2024,Qtr 1,March,14,32,Mobile,M,Free,18
SF_871,3131,Broadway Damage (1997),Broadway Damage,1997,63735,English,USA,USA,Comedy,"","","","","",1.8,1,2024,Qtr 2,April,28,38,Mobile,M,Free,361
SF_1190,2771,Brokedown Palace (1999),Brokedown Palace,1999,96411,German,Canada,USA,Drama,"","","","","",2.5,1,2024,Qtr 2,May,3,22,Tablet,M,Subscriber,472
SF_2058,2771,Brokedown Palace (1999),Brokedown Palace,1999,96411,German,Canada,UK,Drama,"","","","","",3.1,1,2024,Qtr 2,May,8,62,Tablet,F,Subscriber,411
SF_2783,2771,Brokedown Palace (1999),Brokedown Palace,1999,96411,German,Canada,Canada,Drama,"","","","","",4.8,1,2024,Qtr 3,July,4,31,Smart TV,M,Subscriber,167
SF_1648,95,Broken Arrow (1996),Broken Arrow,1996,46542,German,Canada,UK,Action,Thriller,"","","","",2.5,1,2024,Qtr 3,July,18,35,Smart TV,M,Free,345
SF_2121,95,Broken Arrow (1996),Broken Arrow,1996,46542,German,Canada,UK,Action,Thriller,"","","","",4.7,1,2024,Qtr 1,February,5,10,Desktop,M,Free,461
SF_3047,95,Broken Arrow (1996),Broken Arrow,1996,46542,German,Canada,India,Action,Thriller,"","","","",2.1,1,2024,Qtr 3,September,14,32,Desktop,F,Subscriber,287
SF_937,95,Broken Arrow (1996),Broken Arrow,1996,46542,German,Canada,Italy,Action,Thriller,"","","","",2.6,1,2024,Qtr 2,April,16,44,Smart TV,M,Free,326
SF_1857,1519,Broken English (1996),Broken English,1996,77958,Spanish,UK,India,Drama,"","","","","",3.9,1,2024,Qtr 2,April,4,42,Desktop,M,Free,448
SF_2010,1519,Broken English (1996),Broken English,1996,77958,Spanish,UK,USA,Drama,"","","","","",4.6,1,2024,Qtr 4,November,6,65,Tablet,M,Free,45
SF_2775,1519,Broken English (1996),Broken English,1996,77958,Spanish,UK,France,Drama,"","","","","",2.9,1,2024,Qtr 2,May,14,62,Smart TV,F,Subscriber,427
SF_3482,1519,Broken English (1996),Broken English,1996,77958,Spanish,UK,France,Drama,"","","","","",2.5,1,2024,Qtr 1,January,25,42,Desktop,M,Subscriber,234
SF_4827,1519,Broken English (1996),Broken English,1996,77958,Spanish,UK,Canada,Drama,"","","","","",3.7,1,2024,Qtr 2,June,2,60,Desktop,M,Subscriber,107
SF_4945,2703,Broken Vessels (1998),Broken Vessels,1998,32405,Italian,Canada,USA,Drama,"","","","","",4.9,1,2024,Qtr 3,July,13,13,Tablet,M,Free,129
SF_1299,3834,Bronco Billy (1980),Bronco Billy,1980,249897,Italian,Italy,USA,Adventure,Drama,Romance,"","","",1.6,1,2023,Qtr 4,December,21,24,Desktop,M,Free,266
SF_2287,3834,Bronco Billy (1980),Bronco Billy,1980,249897,Italian,Italy,India,Adventure,Drama,Romance,"","","",3.4,1,2024,Qtr 1,February,21,59,Tablet,M,Subscriber,75
SF_3136,3834,Bronco Billy (1980),Bronco Billy,1980,249897,Italian,Italy,USA,Adventure,Drama,Romance,"","","",3.6,1,2024,Qtr 2,April,15,9,Desktop,F,Subscriber,250
SF_462,3834,Bronco Billy (1980),Bronco Billy,1980,249897,Italian,Italy,Italy,Adventure,Drama,Romance,"","","",4.5,1,2024,Qtr 1,March,28,65,Tablet,M,Subscriber,405
SF_504,3834,Bronco Billy (1980),Bronco Billy,1980,249897,Italian,Italy,Canada,Adventure,Drama,Romance,"","","",4.1,1,2024,Qtr 2,May,11,9,Tablet,M,Free,210
SF_1407,404,Brother Minister: The Assassination of Malcolm X (1994),Brother Minister: The Assassination of Malcolm X,1994,68778,English,USA,USA,Documentary,"","","","","",2.7,1,2024,Qtr 4,October,20,34,Mobile,F,Subscriber,94
SF_5880,404,Brother Minister: The Assassination of Malcolm X (1994),Brother Minister: The Assassination of Malcolm X,1994,68778,English,USA,UK,Documentary,"","","","","",2.2,1,2024,Qtr 3,September,21,17,Smart TV,M,Subscriber,293
SF_1056,2981,"Brother, Can You Spare a Dime? (1975)","Brother, Can You Spare a Dime?",1975,30513,English,Canada,France,Documentary,"","","","","",3,1,2024,Qtr 1,January,19,40,Desktop,M,Free,243
SF_3780,3352,Brown's Requiem (1998),Brown's Requiem,1998,15788,French,Canada,France,Drama,"","","","","",4,1,2024,Qtr 3,August,15,33,Tablet,M,Subscriber,350
SF_3900,3373,Buck and the Preacher (1972),Buck and the Preacher,1972,28634,Spanish,France,Italy,Western,"","","","","",1.8,1,2024,Qtr 2,May,11,40,Smart TV,F,Free,350
SF_4080,1551,Buddy (1997),Buddy,1997,188736,French,USA,USA,Adventure,Children's,Drama,"","","",3.3,1,2024,Qtr 4,October,13,35,Smart TV,M,Subscriber,20
SF_5623,1551,Buddy (1997),Buddy,1997,188736,French,USA,India,Adventure,Children's,Drama,"","","",1.2,1,2024,Qtr 1,March,20,65,Mobile,M,Subscriber,206
SF_6023,1551,Buddy (1997),Buddy,1997,188736,French,USA,Canada,Adventure,Children's,Drama,"","","",4.6,1,2024,Qtr 3,August,31,60,Tablet,M,Free,182
SF_1813,3455,Buddy Boy (1999),Buddy Boy,1999,103934,Spanish,France,France,Drama,Thriller,"","","","",1.3,1,2024,Qtr 3,September,27,39,Desktop,F,Subscriber,159
SF_185,3455,Buddy Boy (1999),Buddy Boy,1999,103934,Spanish,France,Italy,Drama,Thriller,"","","","",1.5,1,2024,Qtr 1,February,10,16,Tablet,M,Subscriber,342
SF_1895,3455,Buddy Boy (1999),Buddy Boy,1999,103934,Spanish,France,France,Drama,Thriller,"","","","",2.6,1,2024,Qtr 3,August,26,43,Mobile,M,Free,343
SF_1946,3455,Buddy Boy (1999),Buddy Boy,1999,103934,Spanish,France,India,Drama,Thriller,"","","","",3.6,1,2024,Qtr 2,April,24,14,Mobile,M,Subscriber,178
SF_3814,3455,Buddy Boy (1999),Buddy Boy,1999,103934,Spanish,France,UK,Drama,Thriller,"","","","",1.9,1,2024,Qtr 4,October,21,56,Mobile,M,Free,323
SF_5778,3455,Buddy Boy (1999),Buddy Boy,1999,103934,Spanish,France,Italy,Drama,Thriller,"","","","",3.5,1,2024,Qtr 1,March,29,39,Mobile,M,Subscriber,143
SF_4345,2677,Buena Vista Social Club (1999),Buena Vista Social Club,1999,4725,Italian,India,Italy,Documentary,"","","","","",3.8,1,2024,Qtr 2,April,2,51,Mobile,F,Free,349
SF_1613,1916,Buffalo 66 (1998),Buffalo 66,1998,122772,Italian,UK,USA,Action,Comedy,Drama,"","","",3.5,1,2024,Qtr 2,May,17,63,Mobile,M,Free,352
SF_3909,1916,Buffalo 66 (1998),Buffalo 66,1998,122772,Italian,UK,USA,Action,Comedy,Drama,"","","",3.6,1,2024,Qtr 2,April,21,65,Mobile,M,Subscriber,134
SF_5029,1916,Buffalo 66 (1998),Buffalo 66,1998,122772,Italian,UK,Canada,Action,Comedy,Drama,"","","",2.8,1,2024,Qtr 3,August,26,63,Mobile,M,Free,469
SF_5930,1916,Buffalo 66 (1998),Buffalo 66,1998,122772,Italian,UK,USA,Action,Comedy,Drama,"","","",4.8,1,2024,Qtr 4,November,6,12,Desktop,F,Free,159
SF_176,3264,Buffy the Vampire Slayer (1992),Buffy the Vampire Slayer,1992,106098,Italian,Italy,India,Comedy,Horror,"","","","",1.4,1,2024,Qtr 3,July,6,11,Desktop,F,Free,108
SF_5086,886,Bulletproof (1996),Bulletproof,1996,32332,Italian,Italy,India,Action,"","","","","",4.3,1,2024,Qtr 1,March,17,39,Desktop,M,Subscriber,218
SF_1104,348,Bullets Over Broadway (1994),Bullets Over Broadway,1994,46449,Spanish,Italy,France,Comedy,"","","","","",4.5,1,2024,Qtr 1,February,6,29,Mobile,M,Subscriber,146
SF_4378,348,Bullets Over Broadway (1994),Bullets Over Broadway,1994,46449,Spanish,Italy,USA,Comedy,"","","","","",2.9,1,2024,Qtr 1,January,19,14,Desktop,M,Subscriber,167
SF_5065,1883,Bulworth (1998),Bulworth,1998,40881,English,UK,Italy,Comedy,"","","","","",4.3,1,2024,Qtr 3,September,18,64,Desktop,M,Free,137
SF_469,3715,Burglar (1987),Burglar,1987,59583,German,France,Canada,Comedy,"","","","","",1.3,1,2024,Qtr 4,December,10,16,Tablet,M,Free,473
SF_5596,3715,Burglar (1987),Burglar,1987,59583,German,France,France,Comedy,"","","","","",1.2,1,2024,Qtr 2,April,17,63,Tablet,M,Free,239
SF_1696,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Burnt By the Sun (Utomlyonnye solntsem),1994,95325,French,USA,France,Drama,"","","","","",3.7,1,2024,Qtr 2,April,29,61,Desktop,M,Free,297
SF_2759,1341,Burnt Offerings (1976),Burnt Offerings,1976,8605,Italian,USA,Canada,Horror,"","","","","",1.6,1,2023,Qtr 4,December,14,12,Tablet,M,Subscriber,236
SF_5661,1341,Burnt Offerings (1976),Burnt Offerings,1976,8605,Italian,USA,Italy,Horror,"","","","","",4.5,1,2023,Qtr 4,December,30,19,Mobile,F,Subscriber,163
SF_87,1341,Burnt Offerings (1976),Burnt Offerings,1976,8605,Italian,USA,France,Horror,"","","","","",2.8,1,2024,Qtr 4,November,22,26,Smart TV,M,Free,116
SF_2884,212,Bushwhacked (1995),Bushwhacked,1995,21038,German,France,UK,Comedy,"","","","","",3.1,1,2024,Qtr 3,September,10,49,Tablet,F,Free,395
SF_1817,3014,Bustin' Loose (1981),Bustin' Loose,1981,84405,English,Italy,France,Comedy,"","","","","",3.7,1,2024,Qtr 4,December,5,30,Smart TV,M,Subscriber,120
SF_5,3014,Bustin' Loose (1981),Bustin' Loose,1981,84405,English,Italy,UK,Comedy,"","","","","",4.7,1,2024,Qtr 1,March,21,15,Mobile,M,Subscriber,292
SF_5802,3014,Bustin' Loose (1981),Bustin' Loose,1981,84405,English,Italy,France,Comedy,"","","","","",1.9,1,2024,Qtr 4,November,1,20,Mobile,F,Free,316
SF_1206,3786,But I'm a Cheerleader (1999),But I'm a Cheerleader,1999,24301,German,Italy,USA,Comedy,"","","","","",3.8,1,2024,Qtr 2,May,2,20,Mobile,F,Subscriber,325
SF_3971,3786,But I'm a Cheerleader (1999),But I'm a Cheerleader,1999,24301,German,Italy,USA,Comedy,"","","","","",1.7,1,2024,Qtr 1,March,16,39,Desktop,F,Subscriber,134
SF_4828,3786,But I'm a Cheerleader (1999),But I'm a Cheerleader,1999,24301,German,Italy,France,Comedy,"","","","","",1.2,1,2024,Qtr 2,May,7,53,Tablet,F,Free,86
SF_5551,3786,But I'm a Cheerleader (1999),But I'm a Cheerleader,1999,24301,German,Italy,France,Comedy,"","","","","",1.1,1,2024,Qtr 3,August,15,29,Mobile,F,Free,301
SF_5654,1304,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid,1969,276615,German,India,France,Action,Comedy,Western,"","","",1.6,1,2024,Qtr 1,March,22,20,Tablet,M,Free,420
SF_681,1304,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid,1969,276615,German,India,Italy,Action,Comedy,Western,"","","",4.2,1,2024,Qtr 4,October,9,53,Smart TV,M,Subscriber,327
SF_1829,696,Butterfly Kiss (1995),Butterfly Kiss,1995,23657,French,Italy,Canada,Thriller,"","","","","",1.9,1,2024,Qtr 3,September,1,36,Desktop,M,Subscriber,208
SF_4782,696,Butterfly Kiss (1995),Butterfly Kiss,1995,23657,French,Italy,France,Thriller,"","","","","",2,1,2024,Qtr 3,August,10,28,Mobile,M,Subscriber,166
SF_5474,696,Butterfly Kiss (1995),Butterfly Kiss,1995,23657,French,Italy,Canada,Thriller,"","","","","",2.3,1,2024,Qtr 1,January,3,19,Desktop,M,Free,59
SF_112,603,"Bye Bye, Love (1995)","Bye Bye, Love",1995,1992,English,India,UK,Comedy,"","","","","",2.4,1,2023,Qtr 4,December,28,24,Tablet,M,Free,90
SF_37,603,"Bye Bye, Love (1995)","Bye Bye, Love",1995,1992,English,India,USA,Comedy,"","","","","",1.7,1,2024,Qtr 1,February,23,36,Mobile,F,Free,96
SF_4762,603,"Bye Bye, Love (1995)","Bye Bye, Love",1995,1992,English,India,France,Comedy,"","","","","",2.9,1,2024,Qtr 4,October,3,46,Mobile,F,Subscriber,160
SF_4073,878,Bye-Bye (1995),Bye-Bye,1995,38317,Italian,UK,Italy,Drama,"","","","","",2.8,1,2024,Qtr 3,July,31,37,Mobile,M,Subscriber,275
SF_5975,3545,Cabaret (1972),Cabaret,1972,158434,Spanish,France,France,Musical,War,"","","","",2.5,1,2024,Qtr 1,February,7,38,Tablet,M,Free,308
SF_3562,2830,Cabaret Balkan (Bure Baruta) (1998),Cabaret Balkan (Bure Baruta),1998,2846,French,UK,Italy,Drama,"","","","","",4.8,1,2024,Qtr 3,August,20,50,Tablet,F,Subscriber,249
SF_3820,2830,Cabaret Balkan (Bure Baruta) (1998),Cabaret Balkan (Bure Baruta),1998,2846,French,UK,UK,Drama,"","","","","",3.4,1,2024,Qtr 1,March,13,20,Mobile,M,Subscriber,77
SF_4501,2830,Cabaret Balkan (Bure Baruta) (1998),Cabaret Balkan (Bure Baruta),1998,2846,French,UK,USA,Drama,"","","","","",2.8,1,2024,Qtr 4,October,26,52,Tablet,M,Subscriber,315
SF_1778,3552,Caddyshack (1980),Caddyshack,1980,34894,English,India,India,Comedy,"","","","","",3.8,1,2024,Qtr 4,December,5,31,Desktop,M,Free,149
SF_4439,3552,Caddyshack (1980),Caddyshack,1980,34894,English,India,UK,Comedy,"","","","","",1.6,1,2024,Qtr 3,July,5,9,Smart TV,M,Free,191
SF_48,3552,Caddyshack (1980),Caddyshack,1980,34894,English,India,Canada,Comedy,"","","","","",2.1,1,2024,Qtr 3,July,6,25,Tablet,M,Free,257
SF_4937,3552,Caddyshack (1980),Caddyshack,1980,34894,English,India,France,Comedy,"","","","","",2.7,1,2024,Qtr 2,April,23,47,Desktop,M,Subscriber,211
SF_1617,430,Calendar Girl (1993),Calendar Girl,1993,69232,Spanish,India,India,Drama,"","","","","",4.4,1,2024,Qtr 1,March,22,28,Mobile,M,Free,321
SF_2993,430,Calendar Girl (1993),Calendar Girl,1993,69232,Spanish,India,France,Drama,"","","","","",4.9,1,2024,Qtr 1,February,6,43,Mobile,M,Subscriber,92
SF_4842,430,Calendar Girl (1993),Calendar Girl,1993,69232,Spanish,India,Italy,Drama,"","","","","",2.5,1,2024,Qtr 4,December,8,45,Mobile,F,Free,45
SF_4921,430,Calendar Girl (1993),Calendar Girl,1993,69232,Spanish,India,Italy,Drama,"","","","","",3.2,1,2024,Qtr 3,August,27,21,Tablet,F,Free,355
SF_2742,2862,Caligula (1980),Caligula,1980,76903,English,India,France,Drama,"","","","","",3.9,1,2024,Qtr 4,November,15,60,Tablet,M,Free,251
SF_4474,1795,"CallejÃ³n de los milagros, El (1995)","CallejÃ³n de los milagros, El",1995,87531,German,Canada,USA,Drama,"","","","","",1.5,1,2024,Qtr 1,February,28,44,Tablet,M,Subscriber,461
