MovieID,Title,Title,Year,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Language,Country,Total Views,,,,,,,,,
966,A Walk in the Sun(1945),A Walk in the Su,1945,Drama,,,,,,German,France,43621,,,,,,,,,
967,The Outlaw(1943),The Outla,1943,Western,,,,,,German,USA,20590,,,,,,,,,
968,Night of the Living Dead (1968),Night of the Living Dead,1968,Horror,Sci-Fi,,,,,English,India,59073,,,,,,,,,
969,The African Queen(1951),The African Quee,1951,Action,Adventure,Romance,War,,,English,Canada,97830,,,,,,,,,
970,Beat the Devil (1954),Beat the Devil,1954,Comedy,Drama,,,,,French,USA,42384,,,,,,,,,
971,Cat on a Hot Tin Roof (1958),Cat on a Hot Tin Roof,1958,Drama,,,,,,English,UK,75326,,,,,,,,,
972,The Last Time I Saw Paris(1954),The Last Time I Saw Pari,1954,Drama,,,,,,French,Canada,72778,,,,,,,,,
973,Meet John Doe (1941),Meet John Doe,1941,Drama,,,,,,Spanish,France,42691,,,,,,,,,
974,Algiers (1938),Algiers,1938,Drama,Romance,,,,,Spanish,UK,3031,,,,,,,,,
975,Something to Sing About (1937),Something to Sing About,1937,Comedy,Musical,,,,,English,France,68010,,,,,,,,,
976,A Farewell to Arms(1932),A Farewell to Arm,1932,Romance,War,,,,,Spanish,Canada,87793,,,,,,,,,
977,Moonlight Murder (1936),Moonlight Murder,1936,Mystery,,,,,,Spanish,Canada,88563,,,,,,,,,
978,"The Blue Angel(Blaue Engel, Der) (1930)","The Blue Angel(Blaue Engel, Der)",1930,Drama,,,,,,German,France,88498,,,,,,,,,
979,Nothing Personal (1995),Nothing Personal,1995,Drama,War,,,,,Spanish,Canada,68792,,,,,,,,,
980,In the Line of Duty 2 (1987),In the Line of Duty 2,1987,Action,,,,,,Spanish,Canada,69027,,,,,,,,,
981,Dangerous Ground (1997),Dangerous Ground,1997,Drama,,,,,,Italian,France,84348,,,,,,,,,
982,Picnic (1955),Picnic,1955,Drama,,,,,,French,France,40950,,,,,,,,,
983,Madagascar Skin (1995),Madagascar Skin,1995,Romance,,,,,,English,UK,22918,,,,,,,,,
984,The Pompatus of Love(1996),The Pompatus of Lov,1996,Comedy,Drama,,,,,French,USA,8985,,,,,,,,,
985,Small Wonders (1996),Small Wonders,1996,Documentary,,,,,,English,Italy,5415,,,,,,,,,
986,Fly Away Home (1996),Fly Away Home,1996,Adventure,Children's,,,,,French,Italy,62197,,,,,,,,,
987,Bliss (1997),Bliss,1997,Drama,Romance,,,,,Spanish,USA,20280,,,,,,,,,
988,Grace of My Heart (1996),Grace of My Heart,1996,Comedy,Drama,,,,,French,USA,75987,,,,,,,,,
989,Schlafes Bruder (Brother of Sleep) (1995),Schlafes Bruder (Brother of Sleep),1995,Drama,,,,,,English,UK,65338,,,,,,,,,
990,Maximum Risk (1996),Maximum Risk,1996,Action,Adventure,Thriller,,,,Spanish,Canada,12195,,,,,,,,,
991,Michael Collins (1996),Michael Collins,1996,Drama,War,,,,,English,India,81343,,,,,,,,,
992,The Rich Man's Wife(1996),The Rich Man's Wif,1996,Thriller,,,,,,German,France,92009,,,,,,,,,
993,Infinity (1996),Infinity,1996,Drama,,,,,,German,India,40459,,,,,,,,,
994,Big Night (1996),Big Night,1996,Drama,,,,,,French,USA,94032,,,,,,,,,
996,Last Man Standing (1996),Last Man Standing,1996,Action,Drama,Western,,,,French,Italy,37029,,,,,,,,,
997,Caught (1996),Caught,1996,Drama,Thriller,,,,,English,France,6655,,,,,,,,,
998,Set It Off (1996),Set It Off,1996,Action,Crime,,,,,Spanish,France,52879,,,,,,,,,
999,2 Days in the Valley (1996),2 Days in the Valley,1996,Crime,,,,,,English,UK,13698,,,,,,,,,
1000,Curdled (1996),Curdled,1996,Crime,,,,,,English,Canada,26530,,,,,,,,,
1001,The Associate(L'Associe)(1982),The Associate(L'Associe,1982,Comedy,,,,,,Italian,Italy,9691,,,,,,,,,
1002,Ed's Next Move (1996),Ed's Next Move,1996,Comedy,,,,,,Italian,Canada,94835,,,,,,,,,
1003,Extreme Measures (1996),Extreme Measures,1996,Drama,Thriller,,,,,French,India,70451,,,,,,,,,
1004,The Glimmer Man(1996),The Glimmer Ma,1996,Action,Thriller,,,,,Spanish,France,69423,,,,,,,,,
1005,D3: The Mighty Ducks (1996),D3: The Mighty Ducks,1996,Children's,Comedy,,,,,Italian,USA,74397,,,,,,,,,
1006,The Chamber(1996),The Chambe,1996,Drama,,,,,,English,USA,89997,,,,,,,,,
1007,The Apple Dumpling Gang(1975),The Apple Dumpling Gan,1975,Children's,Comedy,Western,,,,French,USA,68838,,,,,,,,,
1008,"Davy Crockett, King of the Wild Frontier (1955)","Davy Crockett, King of the Wild Frontier",1955,Western,,,,,,Italian,France,28088,,,,,,,,,
1009,Escape to Witch Mountain (1975),Escape to Witch Mountain,1975,Adventure,Children's,Fantasy,,,,German,UK,76815,,,,,,,,,
1010,The Love Bug(1969),The Love Bu,1969,Children's,Comedy,,,,,German,India,62805,,,,,,,,,
1011,Herbie Rides Again (1974),Herbie Rides Again,1974,Adventure,Children's,Comedy,,,,French,Italy,7136,,,,,,,,,
1012,Old Yeller (1957),Old Yeller,1957,Children's,Drama,,,,,English,France,18027,,,,,,,,,
1013,The Parent Trap(1961),The Parent Tra,1961,Children's,Drama,,,,,Italian,Italy,57469,,,,,,,,,
1014,Pollyanna (1960),Pollyanna,1960,Children's,Comedy,Drama,,,,Spanish,UK,41349,,,,,,,,,
1015,Homeward Bound: The Incredible Journey (1993),Homeward Bound: The Incredible Journey,1993,Adventure,Children's,,,,,English,USA,96687,,,,,,,,,
1016,The Shaggy Dog(1959),The Shaggy Do,1959,Children's,Comedy,,,,,Italian,France,63227,,,,,,,,,
1017,Swiss Family Robinson (1960),Swiss Family Robinson,1960,Adventure,Children's,,,,,Spanish,UK,42230,,,,,,,,,
1018,That Darn Cat! (1965),That Darn Cat!,1965,Children's,Comedy,Mystery,,,,German,Italy,37158,,,,,,,,,
1019,"20,000 Leagues Under the Sea (1954)","20,000 Leagues Under the Sea",1954,Adventure,Children's,Fantasy,Sci-Fi,,,German,USA,84765,,,,,,,,,
1020,Cool Runnings (1993),Cool Runnings,1993,Comedy,,,,,,French,Italy,95670,,,,,,,,,
1021,Angels in the Outfield (1994),Angels in the Outfield,1994,Children's,Comedy,,,,,English,India,29925,,,,,,,,,
1022,Cinderella (1950),Cinderella,1950,Animation,Children's,Musical,,,,Italian,UK,16371,,,,,,,,,
1023,Winnie the Pooh and the Blustery Day (1968),Winnie the Pooh and the Blustery Day,1968,Animation,Children's,,,,,Spanish,UK,27200,,,,,,,,,
1024,The Three Caballeros(1945),The Three Caballero,1945,Animation,Children's,Musical,,,,French,Italy,92094,,,,,,,,,
1025,The Sword in the Stone(1963),The Sword in the Ston,1963,Animation,Children's,,,,,Italian,USA,99481,,,,,,,,,
1026,So Dear to My Heart (1949),So Dear to My Heart,1949,Children's,Drama,,,,,English,France,20413,,,,,,,,,
1027,Robin Hood: Prince of Thieves (1991),Robin Hood: Prince of Thieves,1991,Drama,,,,,,English,India,43132,,,,,,,,,
1028,Mary Poppins (1964),Mary Poppins,1964,Children's,Comedy,Musical,,,,Spanish,UK,55288,,,,,,,,,
1029,Dumbo (1941),Dumbo,1941,Animation,Children's,Musical,,,,Spanish,Canada,5103,,,,,,,,,
1030,Pete's Dragon (1977),Pete's Dragon,1977,Adventure,Animation,Children's,Musical,,,English,India,77454,,,,,,,,,
1031,Bedknobs and Broomsticks (1971),Bedknobs and Broomsticks,1971,Adventure,Children's,Musical,,,,Spanish,France,16318,,,,,,,,,
1032,Alice in Wonderland (1951),Alice in Wonderland,1951,Animation,Children's,Musical,,,,Italian,India,76950,,,,,,,,,
1033,The Fox and the Hound(1981),The Fox and the Houn,1981,Animation,Children's,,,,,German,UK,74332,,,,,,,,,
1034,Freeway (1996),Freeway,1996,Crime,,,,,,French,Canada,35640,,,,,,,,,
1035,The Sound of Music(1965),The Sound of Musi,1965,Musical,,,,,,Italian,USA,42772,,,,,,,,,
1036,Die Hard (1988),Die Hard,1988,Action,Thriller,,,,,German,UK,61917,,,,,,,,,
1037,The Lawnmower Man(1992),The Lawnmower Ma,1992,Action,Sci-Fi,Thriller,,,,English,Canada,76090,,,,,,,,,
1038,Unhook the Stars (1996),Unhook the Stars,1996,Drama,,,,,,English,India,85247,,,,,,,,,
1039,Synthetic Pleasures (1995),Synthetic Pleasures,1995,Documentary,,,,,,Spanish,Canada,93620,,,,,,,,,
1040,The Secret Agent(1996),The Secret Agen,1996,Drama,,,,,,Spanish,USA,7200,,,,,,,,,
1041,Secrets & Lies (1996),Secrets & Lies,1996,Drama,,,,,,Spanish,France,63977,,,,,,,,,
1042,That Thing You Do! (1996),That Thing You Do!,1996,Comedy,,,,,,Italian,India,89282,,,,,,,,,
1043,To Gillian on Her 37th Birthday (1996),To Gillian on Her 37th Birthday,1996,Drama,Romance,,,,,Italian,USA,87598,,,,,,,,,
1044,Surviving Picasso (1996),Surviving Picasso,1996,Drama,,,,,,Spanish,Italy,45283,,,,,,,,,
1045,Love Is All There Is (1996),Love Is All There Is,1996,Comedy,Drama,,,,,English,France,87654,,,,,,,,,
1046,Beautiful Thing (1996),Beautiful Thing,1996,Drama,Romance,,,,,Spanish,Italy,58654,,,,,,,,,
1047,The Long Kiss Goodnight(1996),The Long Kiss Goodnigh,1996,Action,Thriller,,,,,French,India,87336,,,,,,,,,
1049,The Ghost and the Darkness(1996),The Ghost and the Darknes,1996,Action,Adventure,,,,,German,USA,68720,,,,,,,,,
1050,Looking for Richard (1996),Looking for Richard,1996,Documentary,Drama,,,,,English,Canada,20049,,,,,,,,,
1051,Trees Lounge (1996),Trees Lounge,1996,Drama,,,,,,English,Canada,3152,,,,,,,,,
1052,The Proprietor(1996),The Proprieto,1996,Drama,,,,,,French,UK,86995,,,,,,,,,
1053,Normal Life (1996),Normal Life,1996,Crime,Drama,,,,,French,Canada,56209,,,,,,,,,
1054,Get on the Bus (1996),Get on the Bus,1996,Drama,,,,,,French,USA,93274,,,,,,,,,
1055,Shadow Conspiracy (1997),Shadow Conspiracy,1997,Thriller,,,,,,French,France,65173,,,,,,,,,
1056,Jude (1996),Jude,1996,Drama,,,,,,Spanish,Italy,35191,,,,,,,,,
1057,Everyone Says I Love You (1996),Everyone Says I Love You,1996,Comedy,Musical,Romance,,,,Spanish,Italy,12634,,,,,,,,,
1058,Bitter Sugar (Azucar Amargo) (1996),Bitter Sugar (Azucar Amargo),1996,Drama,,,,,,French,UK,62724,,,,,,,,,
1059,William Shakespeare's Romeo and Juliet (1996),William Shakespeare's Romeo and Juliet,1996,Drama,Romance,,,,,French,USA,88884,,,,,,,,,
1060,Swingers (1996),Swingers,1996,Comedy,Drama,,,,,French,USA,90095,,,,,,,,,
1061,Sleepers (1996),Sleepers,1996,Crime,Drama,,,,,Italian,Italy,5376,,,,,,,,,
1062,The Sunchaser(1996),The Sunchase,1996,Drama,,,,,,Spanish,France,87692,,,,,,,,,
1063,Johns (1996),Johns,1996,Drama,,,,,,Spanish,USA,24872,,,,,,,,,
1064,Aladdin and the King of Thieves (1996),Aladdin and the King of Thieves,1996,Animation,Children's,Comedy,,,,French,Italy,30581,,,,,,,,,
1065,The Woman in Question(1950),The Woman in Questio,1950,Mystery,,,,,,German,India,35173,,,,,,,,,
1066,Shall We Dance? (1937),Shall We Dance?,1937,Comedy,Musical,Romance,,,,English,Canada,56811,,,,,,,,,
1067,A Damsel in Distress(1937),A Damsel in Distres,1937,Comedy,Musical,Romance,,,,German,Italy,37818,,,,,,,,,
1068,Crossfire (1947),Crossfire,1947,Crime,Film-Noir,,,,,French,UK,60801,,,,,,,,,
1069,"Murder, My Sweet (1944)","Murder, My Sweet",1944,Film-Noir,Thriller,,,,,French,France,7210,,,,,,,,,
1070,Macao (1952),Macao,1952,Adventure,,,,,,French,USA,92754,,,,,,,,,
1071,For the Moment (1994),For the Moment,1994,Romance,War,,,,,English,Canada,16322,,,,,,,,,
1073,Willy Wonka and the Chocolate Factory (1971),Willy Wonka and the Chocolate Factory,1971,Adventure,Children's,Comedy,Fantasy,,,English,India,30876,,,,,,,,,
1075,The Sexual Life of the Belgians(1994),The Sexual Life of the Belgian,1994,Comedy,,,,,,French,Italy,36562,,,,,,,,,
1076,The Innocents(1961),The Innocent,1961,Thriller,,,,,,English,India,57444,,,,,,,,,
1077,Sleeper (1973),Sleeper,1973,Comedy,Sci-Fi,,,,,English,USA,27280,,,,,,,,,
1078,Bananas (1971),Bananas,1971,Comedy,War,,,,,Spanish,USA,66703,,,,,,,,,
1079,A Fish Called Wanda(1988),A Fish Called Wand,1988,Comedy,,,,,,Spanish,Italy,21192,,,,,,,,,
1080,Monty Python's Life of Brian (1979),Monty Python's Life of Brian,1979,Comedy,,,,,,Spanish,Canada,30391,,,,,,,,,
1081,Victor/Victoria (1982),Victor/Victoria,1982,Comedy,Musical,,,,,Spanish,Canada,35370,,,,,,,,,
1082,The Candidate(1972),The Candidat,1972,Drama,,,,,,French,UK,3260,,,,,,,,,
1083,The Great Race(1965),The Great Rac,1965,Comedy,Musical,,,,,French,India,57282,,,,,,,,,
1084,Bonnie and Clyde (1967),Bonnie and Clyde,1967,Crime,Drama,,,,,Spanish,India,61814,,,,,,,,,
1085,The Old Man and the Sea(1958),The Old Man and the Se,1958,Adventure,Drama,,,,,Italian,India,51181,,,,,,,,,
1086,Dial M for Murder (1954),Dial M for Murder,1954,Mystery,Thriller,,,,,Italian,France,25223,,,,,,,,,
1087,Madame Butterfly (1995),Madame Butterfly,1995,Musical,,,,,,German,USA,7093,,,,,,,,,
1088,Dirty Dancing (1987),Dirty Dancing,1987,Musical,Romance,,,,,Spanish,France,4491,,,,,,,,,
1089,Reservoir Dogs (1992),Reservoir Dogs,1992,Crime,Thriller,,,,,French,Canada,23776,,,,,,,,,
1090,Platoon (1986),Platoon,1986,Drama,War,,,,,Spanish,France,30132,,,,,,,,,
1091,Weekend at Bernie's (1989),Weekend at Bernie's,1989,Comedy,,,,,,English,Italy,22587,,,,,,,,,
1092,Basic Instinct (1992),Basic Instinct,1992,Mystery,Thriller,,,,,Spanish,USA,2005,,,,,,,,,
1093,The Doors(1991),The Door,1991,Drama,Musical,,,,,French,Canada,93164,,,,,,,,,
1094,The Crying Game(1992),The Crying Gam,1992,Drama,Romance,War,,,,Italian,Canada,75017,,,,,,,,,
1095,Glengarry Glen Ross (1992),Glengarry Glen Ross,1992,Drama,,,,,,Spanish,Canada,8414,,,,,,,,,
1096,Sophie's Choice (1982),Sophie's Choice,1982,Drama,,,,,,Italian,USA,27036,,,,,,,,,
1097,E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial,1982,Children's,Drama,Fantasy,Sci-Fi,,,Italian,Canada,4721,,,,,,,,,
1098,The Search for One-eye Jimmy(1996),The Search for One-eye Jimm,1996,Comedy,,,,,,Italian,USA,2197,,,,,,,,,
1099,A Christmas Carol(1938),A Christmas Caro,1938,Drama,,,,,,German,India,73042,,,,,,,,,
1100,Days of Thunder (1990),Days of Thunder,1990,Action,Romance,,,,,French,UK,67171,,,,,,,,,
1101,Top Gun (1986),Top Gun,1986,Action,Romance,,,,,French,France,65060,,,,,,,,,
1102,American Strays (1996),American Strays,1996,Action,,,,,,French,Italy,68824,,,,,,,,,
1103,Rebel Without a Cause (1955),Rebel Without a Cause,1955,Drama,,,,,,French,India,86307,,,,,,,,,
1104,A Streetcar Named Desire(1951),A Streetcar Named Desir,1951,Drama,,,,,,German,UK,62773,,,,,,,,,
1105,Children of the Corn IV: The Gathering (1996),Children of the Corn IV: The Gathering,1996,Horror,,,,,,English,France,13238,,,,,,,,,
1106,The Leopard Son(1996),The Leopard So,1996,Documentary,,,,,,French,USA,79034,,,,,,,,,
1107,Loser (1991),Loser,1991,Comedy,,,,,,German,Canada,42903,,,,,,,,,
1108,Prerokbe Ognja (1995),Prerokbe Ognja,1995,Documentary,,,,,,French,India,38018,,,,,,,,,
1109,Charm's Incidents (1996),Charm's Incidents,1996,Drama,,,,,,German,Italy,85388,,,,,,,,,
1110,Bird of Prey (1996),Bird of Prey,1996,Action,,,,,,Spanish,USA,81724,,,,,,,,,
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Microcosmos (Microcosmos: Le peuple de l'herbe),1996,Documentary,,,,,,French,Italy,24738,,,,,,,,,
1112,Palookaville (1996),Palookaville,1996,Action,Drama,,,,,Spanish,Italy,63272,,,,,,,,,
1113,The Associate(1996),The Associat,1996,Comedy,,,,,,English,India,87522,,,,,,,,,
1114,The Funeral(1996),The Funera,1996,Drama,,,,,,German,USA,7338,,,,,,,,,
1115,Sleepover (1995),Sleepover,1995,Comedy,Drama,,,,,Spanish,USA,51084,,,,,,,,,
1116,A Single Girl(La Fille Seule) (1995),A Single Girl(La Fille Seule),1995,Drama,,,,,,Spanish,USA,57325,,,,,,,,,
1117,The Eighth Day(Le Huiti̬me jour ) (1996),The Eighth Day(Le Huiti̬me jour ),1996,Drama,,,,,,Spanish,Italy,51018,,,,,,,,,
1118,Tashunga (1995),Tashunga,1995,Adventure,Western,,,,,English,France,76431,,,,,,,,,
1119,Drunks (1997),Drunks,1997,Drama,,,,,,English,France,1302,,,,,,,,,
1120,The People vs. Larry Flynt(1996),The People vs. Larry Flyn,1996,Drama,,,,,,English,UK,60007,,,,,,,,,
1121,Glory Daze (1996),Glory Daze,1996,Drama,,,,,,German,Canada,31201,,,,,,,,,
1122,Plutonium Circus (1995),Plutonium Circus,1995,Documentary,,,,,,French,France,51633,,,,,,,,,
1123,A Perfect Candidate(1996),A Perfect Candidat,1996,Documentary,,,,,,Spanish,Italy,60459,,,,,,,,,
1124,On Golden Pond (1981),On Golden Pond,1981,Drama,,,,,,Italian,Italy,29277,,,,,,,,,
1125,The Return of the Pink Panther(1974),The Return of the Pink Panthe,1974,Comedy,,,,,,English,Canada,15431,,,,,,,,,
1126,Drop Dead Fred (1991),Drop Dead Fred,1991,Comedy,Fantasy,,,,,English,France,83407,,,,,,,,,
1127,The Abyss(1989),The Abys,1989,Action,Adventure,Sci-Fi,Thriller,,,French,France,74165,,,,,,,,,
1128,The Fog(1980),The Fo,1980,Horror,,,,,,German,UK,95837,,,,,,,,,
1129,Escape from New York (1981),Escape from New York,1981,Action,Adventure,Sci-Fi,Thriller,,,Italian,France,31129,,,,,,,,,
1130,The Howling(1980),The Howlin,1980,Horror,,,,,,German,Canada,12791,,,,,,,,,
1131,Jean de Florette (1986),Jean de Florette,1986,Drama,,,,,,Italian,Italy,91918,,,,,,,,,
1132,Manon of the Spring (Manon des sources) (1986),Manon of the Spring (Manon des sources),1986,Drama,,,,,,French,Canada,73352,,,,,,,,,
1133,Talking About Sex (1994),Talking About Sex,1994,Comedy,Drama,,,,,French,Canada,21454,,,,,,,,,
1134,Johnny 100 Pesos (1993),Johnny 100 Pesos,1993,Action,Drama,,,,,Spanish,USA,46855,,,,,,,,,
1135,Private Benjamin (1980),Private Benjamin,1980,Comedy,,,,,,Spanish,USA,52306,,,,,,,,,
1136,Monty Python and the Holy Grail (1974),Monty Python and the Holy Grail,1974,Comedy,,,,,,German,France,57587,,,,,,,,,
1137,Hustler White (1996),Hustler White,1996,Romance,,,,,,Spanish,Italy,27361,,,,,,,,,
1138,Dadetown (1995),Dadetown,1995,Documentary,,,,,,German,Italy,97867,,,,,,,,,
1139,Everything Relative (1996),Everything Relative,1996,Drama,,,,,,Italian,France,63357,,,,,,,,,
1140,Entertaining Angels: The Dorothy Day Story (1996),Entertaining Angels: The Dorothy Day Story,1996,Drama,,,,,,Spanish,India,66089,,,,,,,,,
1141,Hoogste tijd (1995),Hoogste tijd,1995,Drama,,,,,,French,India,46470,,,,,,,,,
1142,Get Over It (1996),Get Over It,1996,Drama,,,,,,English,USA,82680,,,,,,,,,
1143,Three Lives and Only One Death (1996),Three Lives and Only One Death,1996,Comedy,,,,,,Italian,Italy,69044,,,,,,,,,
1144,The Line King: Al Hirschfeld(1996),The Line King: Al Hirschfel,1996,Documentary,,,,,,Spanish,Canada,81384,,,,,,,,,
1145,Snowriders (1996),Snowriders,1996,Documentary,,,,,,German,Italy,48259,,,,,,,,,
1146,Curtis's Charm (1995),Curtis's Charm,1995,Comedy,Drama,,,,,German,UK,52486,,,,,,,,,
1147,When We Were Kings (1996),When We Were Kings,1996,Documentary,,,,,,French,India,25791,,,,,,,,,
1148,The Wrong Trousers(1993),The Wrong Trouser,1993,Animation,Comedy,,,,,Italian,USA,47572,,,,,,,,,
1149,JLG/JLG - autoportrait de d̩cembre (1994),JLG/JLG - autoportrait de d̩cembre,1994,Documentary,Drama,,,,,French,USA,62768,,,,,,,,,
1150,"The Return of Martin Guerre(Retour de Martin Guerre, Le) (1982)","The Return of Martin Guerre(Retour de Martin Guerre, Le)",1982,Drama,,,,,,French,Italy,49003,,,,,,,,,
1151,Faust (1994),Faust,1994,Animation,Comedy,Thriller,,,,Spanish,India,38273,,,,,,,,,
1152,He Walked by Night (1948),He Walked by Night,1948,Crime,Film-Noir,Thriller,,,,German,India,71286,,,,,,,,,
1153,Raw Deal (1948),Raw Deal,1948,Film-Noir,,,,,,Italian,USA,50731,,,,,,,,,
1154,T-Men (1947),T-Men,1947,Film-Noir,,,,,,Italian,Italy,70308,,,,,,,,,
1155,The Invitation(Zaproszenie) (1986),The Invitation(Zaproszenie),1986,Drama,,,,,,Spanish,Canada,93190,,,,,,,,,
1156,"The Children Are Watching us(Bambini ci guardano, I) (1942)","The Children Are Watching us(Bambini ci guardano, I)",1942,Drama,,,,,,German,France,87074,,,,,,,,,
1157,"Symphonie pastorale, La (1946)","Symphonie pastorale, La",1946,Drama,,,,,,English,USA,45870,,,,,,,,,
1158,Here Comes Cookie (1935),Here Comes Cookie,1935,Comedy,,,,,,English,UK,32485,,,,,,,,,
1159,Love in Bloom (1935),Love in Bloom,1935,Romance,,,,,,English,India,91288,,,,,,,,,
1160,Six of a Kind (1934),Six of a Kind,1934,Comedy,,,,,,French,USA,83865,,,,,,,,,
1161,"The Tin Drum(Blechtrommel, Die) (1979)","The Tin Drum(Blechtrommel, Die)",1979,Drama,,,,,,English,USA,5566,,,,,,,,,
1162,The Ruling Class(1972),The Ruling Clas,1972,Comedy,,,,,,Italian,Italy,57253,,,,,,,,,
1163,Mina Tannenbaum (1994),Mina Tannenbaum,1994,Drama,,,,,,French,Canada,54709,,,,,,,,,
1164,Two or Three Things I Know About Her (1966),Two or Three Things I Know About Her,1966,Drama,,,,,,Spanish,USA,71886,,,,,,,,,
1165,The Bloody Child(1996),The Bloody Chil,1996,Drama,Thriller,,,,,English,Italy,71023,,,,,,,,,
1166,Farmer & Chase (1995),Farmer & Chase,1995,Comedy,,,,,,German,India,88736,,,,,,,,,
1167,Dear God (1996),Dear God,1996,Comedy,,,,,,German,Italy,77763,,,,,,,,,
1168,Bad Moon (1996),Bad Moon,1996,Horror,,,,,,French,India,97601,,,,,,,,,
1169,American Dream (1990),American Dream,1990,Documentary,,,,,,English,India,40848,,,,,,,,,
1170,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back,1995,Action,,,,,,English,UK,55629,,,,,,,,,
1171,Bob Roberts (1992),Bob Roberts,1992,Comedy,,,,,,German,Italy,88881,,,,,,,,,
1172,Cinema Paradiso (1988),Cinema Paradiso,1988,Comedy,Drama,Romance,,,,Italian,France,69529,,,,,,,,,
1173,The Cook the Thief His Wife & Her Lover(1989),The Cook the Thief His Wife & Her Love,1989,Drama,,,,,,Spanish,UK,95076,,,,,,,,,
1174,Grosse Fatigue (1994),Grosse Fatigue,1994,Comedy,,,,,,Italian,USA,28818,,,,,,,,,
1175,Delicatessen (1991),Delicatessen,1991,Comedy,Sci-Fi,,,,,French,USA,3426,,,,,,,,,
1176,The Double Life of Veronique(La Double Vie de V̩ronique) (1991),The Double Life of Veronique(La Double Vie de V̩ronique),1991,Drama,,,,,,French,Canada,90284,,,,,,,,,
1177,Enchanted April (1991),Enchanted April,1991,Drama,,,,,,French,India,63643,,,,,,,,,
1178,Paths of Glory (1957),Paths of Glory,1957,Drama,War,,,,,French,India,90902,,,,,,,,,
1179,The Grifters(1990),The Grifter,1990,Crime,Drama,Film-Noir,,,,Spanish,Italy,23398,,,,,,,,,
1180,Hear My Song (1991),Hear My Song,1991,Comedy,,,,,,English,USA,97122,,,,,,,,,
1181,The Shooter(1995),The Shoote,1995,Action,,,,,,German,France,19445,,,,,,,,,
1183,The English Patient(1996),The English Patien,1996,Drama,Romance,War,,,,German,Italy,16634,,,,,,,,,
1184,Mediterraneo (1991),Mediterraneo,1991,Comedy,War,,,,,German,USA,89764,,,,,,,,,
1185,My Left Foot (1989),My Left Foot,1989,Drama,,,,,,German,France,82744,,,,,,,,,
1186,"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape",1989,Drama,,,,,,Italian,UK,29174,,,,,,,,,
1187,Passion Fish (1992),Passion Fish,1992,Drama,,,,,,English,Italy,81474,,,,,,,,,
1188,Strictly Ballroom (1992),Strictly Ballroom,1992,Comedy,Romance,,,,,French,France,96608,,,,,,,,,
1189,The Thin Blue Line(1988),The Thin Blue Lin,1988,Documentary,,,,,,Italian,Italy,42337,,,,,,,,,
1190,Tie Me Up! Tie Me Down! (1990),Tie Me Up! Tie Me Down!,1990,Drama,,,,,,Italian,Italy,32765,,,,,,,,,
1191,Madonna: Truth or Dare (1991),Madonna: Truth or Dare,1991,Documentary,,,,,,Italian,India,35420,,,,,,,,,
1192,Paris Is Burning (1990),Paris Is Burning,1990,Documentary,,,,,,Italian,India,17028,,,,,,,,,
1193,One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoo's Nest,1975,Drama,,,,,,Spanish,Canada,1232,,,,,,,,,
1194,Up in Smoke (1978),Up in Smoke,1978,Comedy,,,,,,Spanish,France,53795,,,,,,,,,
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode V - The Empire Strikes Back,1980,Action,Adventure,Drama,Sci-Fi,War,,French,UK,51248,,,,,,,,,
1197,The Princess Bride(1987),The Princess Brid,1987,Action,Adventure,Comedy,Romance,,,German,India,57710,,,,,,,,,
1198,Raiders of the Lost Ark (1981),Raiders of the Lost Ark,1981,Action,Adventure,,,,,French,USA,71150,,,,,,,,,
1199,Brazil (1985),Brazil,1985,Sci-Fi,,,,,,German,USA,62614,,,,,,,,,
1200,Aliens (1986),Aliens,1986,Action,Sci-Fi,Thriller,War,,,Spanish,UK,22819,,,,,,,,,
1201,"The Good, The Bad and The Ugly(1966)","The Good, The Bad and The Ugl",1966,Action,Western,,,,,French,Italy,38076,,,,,,,,,
1202,Withnail and I (1987),Withnail and I,1987,Comedy,,,,,,German,UK,57432,,,,,,,,,
1203,12 Angry Men (1957),12 Angry Men,1957,Drama,,,,,,English,France,86057,,,,,,,,,
1204,Lawrence of Arabia (1962),Lawrence of Arabia,1962,Adventure,War,,,,,Italian,India,65201,,,,,,,,,
1205,The Transformers: The Movie(1986),The Transformers: The Movi,1986,Action,Animation,Children's,Sci-Fi,Thriller,War,French,USA,56789,,,,,,,,,
1206,A Clockwork Orange(1971),A Clockwork Orang,1971,Sci-Fi,,,,,,English,Italy,54685,,,,,,,,,
1207,To Kill a Mockingbird (1962),To Kill a Mockingbird,1962,Drama,,,,,,Spanish,UK,82187,,,,,,,,,
1208,Apocalypse Now (1979),Apocalypse Now,1979,Drama,War,,,,,Italian,India,37669,,,,,,,,,
1209,Once Upon a Time in the West (1969),Once Upon a Time in the West,1969,Western,,,,,,English,Italy,12718,,,,,,,,,
